1029,754
961,691
945,579
1088,750
1140,701
533,637
755,547
1857,815
1624.8,529.2
1222.8,469.2
1878,213.6
1490.4,555.6
1774.8,339.6
1212,612
1170,756
1087.2,750
1140,700.8
532.8,637.2
510,553.2
754.8,547.2
1294.8,717.6
1365.6,778.8
1432.8,741.6
1540.8,670.8
1483.2,676.8
1155.6,432
1095.6,981.6
1683.6,538.8
718.8,735.6
867.6,706.8
357.6,895.2
759.6,532.8
865.44,601.92
1211.04,612
1169.28,756
1087.2,747.36
832.32,613.44
596.16,599.04
509.76,552.96
1486.08,335.52
1254.24,744.48
1248.48,686.88
1657.44,354.24
1363.68,779.04
1563.84,730.08
1098.72,456.48
1442.88,709.92
1450.08,946.08
1560.96,859.68
1857.6,815.04
1804.32,426.24
1681.92,538.56
1323.36,233.28
570.24,781.92
866.88,707.04
587.52,1012.32
162.72,685.44
87.84,689.76
472.32,682.56
164.16,879.84
758.88,531.36
224.64,38.88
832.896,613.44
777.6,577.152
587.52,608.256
509.76,552.96
1245.89,687.744
1657.15,354.24
1442.88,708.48
1731.46,800.064
1017.79,755.136
1223.42,470.016
855.36,706.752
563.328,800.064
805.248,1033.34
758.592,530.496
1443.23,493.517
1362.36,777.6
1563.49,729.907
1086.57,516.326
1155,431.309
1756.34,777.6
1515.8,586.829
1714.87,657.331
1076.2,557.798
1040.95,603.418
1254.53,744.422
1159.14,877.133
1524.1,379.469
1681.69,379.469
1376.87,228.096
1258.68,228.096
1362.36,78.7968
570.24,781.747
510.106,553.651
866.765,603.418
586.829,1011.92
564.019,800.41
161.741,881.28
362.88,891.648
852.25,537.062
758.938,530.842
199.066,559.872
851.006,537.477
863.447,958.003
1764.22,271.227
1094.86,980.398
549.919,527.524
161.741,880.865
1361.11,79.6263
293.622,233.902
1393.46,482.734
1774.17,482.734
793.774,549.919
1072.47,751.473
1077.44,557.384
569.825,781.333
1622.38,530.012
1714.45,656.917
1092.87,982.389
1158.56,877.879
564.351,797.258
1191.41,403.108
1260.09,226.935
1301.89,71.6636
1681.11,537.477
1770.69,382.206
1086.9,746.496
1086.9,543.449
1358.62,776.356
161.243,880.865
200.061,561.365
1261.28,225.74
1300.69,71.6636
240.073,103.912
354.735,555.393
748.885,666.472
1684.1,537.477
1770.09,379.817
1024.79,748.885
1046.29,541.06
573.309,773.967
1361.61,773.967
1372.36,584.059
361.901,888.629
566.143,795.466
1150.2,953.126
